,Symbol,Company,Price,Change%1D,Change1D,Volume1D,Volume*Price1D,MarketCap,MarketCapPerformance%1Y,PriceEarningRatio,EarningPerShare(TTM),Employees(FY),Sector
1895,GOGL,Golden Ocean Group Limited,7.74,2.79%,0.21,2322000.0,17971000.0,1552000000.0,-32.63%,4.74,1.63,N/A,Transportation
1896,GOGO,Gogo Inc.,12.77,0.16%,0.02,1237000.0,15794000.0,1643000000.0,-21.24%,10.77,1.22,N/A,Communications
1897,GOLF,Acushnet Holdings Corp.,56.54,-1.50%,-0.86,272494.0,15407000.0,3762000000.0,10.44%,17.88,3.18,7300.0,Consumer Durables
1898,GOOG,Alphabet Inc.,130.15,-1.28%,-1.69,17728000.0,2307000000.0,N/A,16.16%,27.53,4.75,190234.0,Technology Services
1899,GORO,Gold Resource Corporation,0.5573,0.43%,0.0024,284033.0,158292.0,49304000.0,-69.97%,N/A,-0.21,N/A,Non-Energy Minerals
1900,GOSS,"Gossamer Bio, Inc.",1.20,-1.64%,-0.02,1777000.0,2133000.0,114533000.0,-90.44%,N/A,-2.50,N/A,Health Technology
1901,GOVX,"GeoVax Labs, Inc.",0.5572,-1.03%,-0.0058,212818.0,118582.0,14734000.0,-78.96%,N/A,-0.70,N/A,Health Technology
1902,GPAC,Global Partner Acquisition Corp II,10.81,0.14%,0.02,2448.0,26451.0,123520000.0,-66.74%,38.05,0.28,N/A,Finance
1903,GPC,Genuine Parts Company,156.51,0.73%,1.14,1213000.0,189857000.0,21980000000.0,1.45%,18.29,8.61,58000.0,Distribution Services
1904,GPI,"Group 1 Automotive, Inc.",262.97,3.20%,8.16,168834.0,44398000.0,3695000000.0,26.54%,5.68,46.41,15491.0,Retail Trade
1905,GPK,Graphic Packaging Holding Company,23.03,0.92%,0.21,2639000.0,60768000.0,7075000000.0,-0.38%,10.10,2.29,24000.0,Process Industries
1906,GPN,Global Payments Inc.,124.04,-0.27%,-0.33,1444000.0,179146000.0,32250000000.0,-10.52%,41.36,3.00,25000.0,Commercial Services
1907,GPOR,Gulfport Energy Corporation,112.59,4.23%,4.57,321855.0,36238000.0,2103000000.0000002,19.90%,1.93,58.88,N/A,Energy Minerals
1908,GPP,Green Plains Partners LP,13.72,1.86%,0.25,52770.0,724004.0,319193000.0,5.07%,8.33,1.65,N/A,Transportation
1909,GPRE,"Green Plains, Inc.",33.85,1.32%,0.44,751853.0,25450000.0,2015000000.0000002,-9.52%,N/A,-4.03,N/A,Process Industries
1910,GPRK,Geopark Ltd,9.87,1.44%,0.14,460474.0,4545000.0,573465000.0,-16.24%,2.67,3.73,N/A,Energy Minerals
1911,GPRO,"GoPro, Inc.",3.81,0.00%,0.00,2081999.9999999998,7931000.0,591940000.0,-42.24%,N/A,-0.17,N/A,Consumer Durables
1912,GPS,"Gap, Inc. (The)",10.40,-0.86%,-0.09,6602000.0,68664000.0,3828000000.0,8.73%,N/A,-0.16,95000.0,Retail Trade
1913,GRAB,Grab Holdings Limited,3.57,-1.92%,-0.07,13482000.0,48132000.0,13745000000.0,2.21%,N/A,-0.39,11934.0,Transportation
1914,GRBK,"Green Brick Partners, Inc.",52.92,-3.01%,-1.64,448363.0,23727000.0,2401000000.0,93.79%,9.20,5.80,N/A,Consumer Durables
1915,GRC,Gorman-Rupp Company (The),32.27,-2.33%,-0.77,32834.0,1060000.0,845280000.0,21.53%,38.98,0.83,1420.0,Producer Manufacturing
1916,GREE,Greenidge Generation Holdings Inc.,6.71,-4.69%,-0.33,413687.0,2776000.0,213440000.0,-79.40%,N/A,-63.16,N/A,Technology Services
1917,GRI,"GRI Bio, Inc.",2.77,-13.17%,-0.42,7727.0,21404.0,8086000.0,140.43%,N/A,-23.81,N/A,Commercial Services
1918,GRIN,Grindrod Shipping Holdings Ltd.,8.60,2.99%,0.25,39817.0,342426.0,167459000.0,-52.74%,2.39,3.70,N/A,Transportation
1919,GRMN,Garmin Ltd.,104.48,-0.42%,-0.44,545265.0,56969000.0,20003000000.0,9.50%,20.19,5.19,19700.0,Electronic Technology
1920,GRND,Grindr Inc.,5.17,-11.47%,-0.67,322401.0,1667000.0,898779000.0,185.15%,N/A,-0.64,N/A,Technology Services
1921,GRNQ,Greenpro Capital Corp.,1.46,1.39%,0.02,35371.0,51642.0,11499000.0,-22.50%,N/A,-0.67,N/A,Finance
1922,GRNT,"Granite Ridge Resources, Inc.",7.24,1.26%,0.09,191117.0,1384000.0,963024000.0,122.00%,5.48,1.32,N/A,Energy Minerals
1923,GROM,Grom Social Enterprises Inc.,0.3320,-2.92%,-0.0100,45280.0,15033.0,2986000.0,-57.10%,N/A,-16.96,N/A,Technology Services
1924,GROV,"Grove Collaborative Holdings, Inc.",2.12,0.95%,0.02,97733.0,207194.0,78763000.0,-89.09%,N/A,-5.82,N/A,Consumer Non-Durables
1925,GROW,"U.S. Global Investors, Inc.",3.14,-0.32%,-0.01,8434.0,26483.0,45776000.0,-26.16%,35.36,0.09,N/A,Miscellaneous
1926,GROY,Gold Royalty Corp.,1.66,-2.35%,-0.04,176813.0,293510.0,239830000.0,-41.43%,N/A,-0.08,N/A,Non-Energy Minerals
1927,GRPH,"Graphite Bio, Inc.",2.61,0.77%,0.02,46607.0,121644.0,151649000.0,-29.65%,N/A,-1.81,N/A,Health Technology
1928,GRPN,"Groupon, Inc.",7.94,-3.76%,-0.31,1783000.0,14160000.0,247990000.0,-32.24%,N/A,-7.66,2904.0,Retail Trade
1929,GRRR,Gorilla Technology Group Inc.,2.00,5.26%,0.10,15999000.0,31998000.0,142716000.0,N/A,N/A,,N/A,Technology Services
1930,GRTS,"Gritstone bio, Inc.",1.75,0.00%,0.00,312517.0,546905.0,155599000.0,-38.58%,N/A,-1.34,N/A,Health Technology
1931,GRTX,"Galera Therapeutics, Inc.",2.24,6.16%,0.13,15714000.0,35200000.0,96111000.0,188.50%,N/A,-2.22,N/A,Health Technology
1932,GRWG,GrowGeneration Corp.,2.80,-22.87%,-0.83,4121000.0000000005,11538000.0,170906000.0,-27.05%,N/A,-2.71,N/A,Distribution Services
1933,GS,"Goldman Sachs Group, Inc. (The)",342.69,-1.60%,-5.57,1326000.0,454397000.0,112975000000.0,-0.08%,14.62,23.82,48500.0,Finance
1934,GSAT,"Globalstar, Inc.",1.21,-3.20%,-0.04,2676000.0,3238000.0,2178000000.0,-19.87%,N/A,-0.12,N/A,Communications
1935,GSBC,"Great Southern Bancorp, Inc.",54.62,-0.69%,-0.38,12626.0,689632.0,652887000.0,-12.76%,8.94,6.52,1124.0,Finance
1936,GSBD,"Goldman Sachs BDC, Inc.",14.49,0.14%,0.02,459370.0,6656000.0,1588000000.0,-12.34%,17.45,0.83,N/A,Finance
1937,GSD,Global Systems Dynamics Inc.,11.35,-0.00%,-0.00,172199.0,1954000.0,47399000.0,-64.89%,N/A,-0.06,N/A,Finance
1938,GSHD,"Goosehead Insurance, Inc.",64.57,-1.19%,-0.78,104873.0,6772000.0,2434000000.0,15.38%,247.11,0.27,1427.0,Finance
1939,GSIT,"GSI Technology, Inc.",3.51,-5.77%,-0.22,236602.0,830473.0,88042000.0,-2.43%,N/A,-0.69,N/A,Electronic Technology
1940,GSL,Global Ship Lease Inc New,20.36,-0.34%,-0.07,515923.0,10504000.0,715978000.0,-1.50%,2.37,8.60,N/A,Transportation
1941,GSM,Ferroglobe PLC,5.02,1.01%,0.05,1405000.0,7053000.0,940916000.0,-20.68%,2.88,1.76,3470.0,Non-Energy Minerals
1942,GSMG,Glory Star New Media Group Holdings Limited,0.4448,1.32%,0.0058,639345.0,284381.0,30302000.0,-69.30%,N/A,,N/A,Technology Services
1943,GSUN,Golden Sun Education Group Limited,1.0600,34.18%,0.2700,512274.0,543010.0,19457000.0,-98.14%,N/A,,N/A,Commercial Services
1944,GT,The Goodyear Tire & Rubber Company,13.37,4.05%,0.52,7433000.0,99381000.0,3790000000.0,-3.40%,N/A,-1.30,74000.0,Consumer Durables
1945,GTBP,"GT Biopharma, Inc.",0.2831,-1.63%,-0.0047,66269.0,18761.0,11505000.0,-86.40%,N/A,-0.45,N/A,Health Technology
1946,GTE,Gran Tierra Energy Inc.,6.92,0.44%,0.03,358395.0,2480000.0,230488000.0,-47.22%,N/A,1.38,N/A,Energy Minerals
1947,GTEC,Greenland Technologies Holding Corporation,1.67,-0.59%,-0.01,7575.0,12650.0,21674000.0,-58.26%,6.21,0.27,N/A,Producer Manufacturing
1948,GTES,Gates Industrial Corporation plc,11.77,-7.90%,-1.01,10158000.0,119563000.0,3108000000.0,1.49%,14.62,0.81,15000.0,Producer Manufacturing
1949,GTHX,"G1 Therapeutics, Inc.",2.01,-0.99%,-0.02,667833.0,1342000.0,104009000.0,-79.16%,N/A,-1.68,N/A,Health Technology
1950,GTIM,Good Times Restaurants Inc.,2.81,-1.75%,-0.05,8194.0,23025.0,32484000.0,-18.03%,3.31,0.86,2411.0,Consumer Services
1951,GTLB,GitLab Inc.,44.49,-2.11%,-0.96,992389.0,44151000.0,6800000000.0,-26.03%,N/A,-1.33,2170.0,Technology Services
1952,GTLS,"Chart Industries, Inc.",167.24,0.89%,1.48,543742.0,90935000.0,7148000000.0,-3.61%,N/A,-0.44,5178.0,Producer Manufacturing
1953,GTN,"Gray Television, Inc.",8.88,-6.82%,-0.65,1645000.0,14609000.0,850234000.0,-46.40%,3.80,2.37,8942.0,Consumer Services
1954,GTX,Garrett Motion Inc.,7.95,4.61%,0.35,1303000.0,10355000.0,2057000000.0,345.69%,N/A,-1.29,9300.0,Producer Manufacturing
1955,GURE,"Gulf Resources, Inc.",2.14,-2.28%,-0.05,8963.0,19181.0,22324000.0,-48.06%,2.33,0.92,N/A,Process Industries
1956,GVA,Granite Construction Incorporated,42.85,1.25%,0.53,308486.0,13219000.0,1882000000.0,37.38%,46.07,1.26,3800.0,Industrial Services
1957,GVP,"GSE Systems, Inc.",0.4545,-0.55%,-0.0025,15674.0,7124.0,10708000.0,-56.94%,N/A,-0.69,N/A,Industrial Services
1958,GWAV,"Greenwave Technology Solutions, Inc.",1.06,-3.65%,-0.04,7297.0,7733.0,12998000.0,15.39%,N/A,-9.54,N/A,Commercial Services
1959,GWH,"ESS Tech, Inc.",1.65,-4.62%,-0.08,2121000.0,3500000.0,254705000.0,-57.02%,N/A,-0.66,N/A,Producer Manufacturing
1960,GWRE,"Guidewire Software, Inc.",81.90,0.22%,0.18,388234.0,31796000.0,6670000000.0,0.96%,N/A,-1.87,3376.0,Technology Services
1961,GWRS,"Global Water Resources, Inc.",12.43,-1.35%,-0.17,19189.0,238519.0,296717000.0,-15.00%,40.94,0.31,N/A,Utilities
1962,GWW,"W.W. Grainger, Inc.",714.71,0.17%,1.23,143884.0,102835000.0,35736000000.0,25.68%,20.49,35.07,26000.0,Distribution Services
1963,GXO,"GXO Logistics, Inc.",64.54,-1.22%,-0.80,364025.0,23494000.0,7676000000.0,39.13%,38.66,1.68,135000.0,Transportation
1964,H,Hyatt Hotels Corporation,115.52,0.03%,0.03,575280.0,66456000.0,12111000000.0,26.81%,28.16,4.19,50000.0,Consumer Services
1965,HA,"Hawaiian Holdings, Inc.",10.62,-4.15%,-0.46,1167000.0,12390000.0,548335000.0,-30.42%,N/A,-3.30,7108.0,Transportation
1966,HAE,Haemonetics Corporation,90.43,0.54%,0.49,443445.0,40101000.0,4576000000.0,31.20%,33.99,2.70,3034.0,Health Technology
1967,HAFC,Hanmi Financial Corporation,19.08,-1.14%,-0.22,180865.0,3451000.0,582821000.0,-25.64%,5.94,3.23,N/A,Finance
1968,HAIA,Healthcare AI Acquisition Corp.,10.65,0.19%,0.02,1674.0,17828.0,75921000.0,-64.77%,59.10,0.18,N/A,Finance
1969,HAIN,"The Hain Celestial Group, Inc.",11.50,2.68%,0.30,892471.0,10263000.0,1028999999.9999999,-50.44%,N/A,-1.06,3078.0,Consumer Non-Durables
1970,HAL,Halliburton Company,40.46,1.71%,0.68,9001000.0,364195000.0,36355000000.0,39.21%,14.92,2.72,45000.0,Industrial Services
1971,HALL,"Hallmark Financial Services, Inc.",4.64,5.09%,0.22,1668.0,7748.0,8447000.0,-81.74%,N/A,-79.21,N/A,Finance
1972,HALO,"Halozyme Therapeutics, Inc.",42.63,-1.57%,-0.68,1290000.0,54974000.0,5614000000.0,-4.47%,25.00,1.74,N/A,Health Technology
1973,HARP,"Harpoon Therapeutics, Inc.",0.8090,2.41%,0.0190,217345.0,175832.0,30415000.0,-56.63%,N/A,-1.73,N/A,Health Technology
1974,HAS,"Hasbro, Inc.",66.06,0.58%,0.38,1268000.0,83759000.0,9165000000.0,-15.36%,N/A,-1.85,6490.0,Consumer Durables
1975,HAYN,"Haynes International, Inc.",48.78,-0.35%,-0.17,41431.0,2021000.0,621059000.0,20.04%,13.79,3.59,1223.0,Non-Energy Minerals
1976,HAYW,"Hayward Holdings, Inc.",14.76,-1.34%,-0.20,3041000.0,44879000.0,3146000000.0,29.17%,42.38,0.36,2000.0,Consumer Durables
1977,HBAN,Huntington Bancshares Incorporated,11.90,-0.83%,-0.10,10629000.0,126487000.0,17230000000.0,-11.29%,7.68,1.58,N/A,Finance
1978,HBB,Hamilton Beach Brands Holding Company,11.04,2.22%,0.24,25055.0,276607.0,155005000.0,-5.67%,18.28,0.61,N/A,Consumer Durables
1979,HBCP,"Home Bancorp, Inc.",34.60,-2.20%,-0.78,7990.0,276454.0,283566000.0,-13.41%,6.64,5.24,N/A,Finance
1980,HBI,Hanesbrands Inc.,5.33,-2.91%,-0.16,9390000.0,50046000.0,1863000000.0,-51.18%,N/A,-0.80,51000.0,Consumer Non-Durables
1981,HBIO,"Harvard Bioscience, Inc.",4.35,-1.81%,-0.08,199032.0,865789.0,183527000.0,34.88%,N/A,-0.13,N/A,Health Technology
1982,HBNC,"Horizon Bancorp, Inc.",12.47,-0.64%,-0.08,175469.0,2188000.0,550129000.0,-33.99%,6.65,1.88,N/A,Finance
1983,HBT,"HBT Financial, Inc.",20.18,-0.35%,-0.07,18441.0,372139.0,642657000.0,23.68%,10.06,2.01,N/A,Finance
1984,HCA,"HCA Healthcare, Inc.",267.10,-0.19%,-0.51,1028000.0,274451000.0,72648000000.0,20.72%,13.13,20.74,294000.0,Health Services
1985,HCAT,"Health Catalyst, Inc",12.46,-3.78%,-0.49,839532.0,10461000.0,701002000.0,15.02%,N/A,-2.68,1200.0,Technology Services
1986,HCC,"Warrior Met Coal, Inc.",40.42,1.00%,0.40,616998.0,24939000.0,2103000000.0000002,35.93%,4.54,8.93,N/A,Energy Minerals
1987,HCCI,"Heritage-Crystal Clean, Inc.",45.78,-0.48%,-0.22,632129.0,28939000.0,1116000000.0,33.53%,12.28,3.75,1848.0,Industrial Services
1988,HCDI,"Harbor Custom Development, Inc.",2.14,-6.55%,-0.15,118966.0,254587.0,1568000.0,-91.35%,N/A,-43.47,N/A,Finance
1989,HCI,"HCI Group, Inc.",64.18,6.01%,3.64,191742.0,12306000.0,551734000.0,-4.68%,N/A,-2.25,N/A,Finance
1990,HCKT,"The Hackett Group, Inc.",23.73,2.15%,0.50,104633.0,2483000.0,645203000.0,-7.53%,18.98,1.27,1175.0,Commercial Services
1991,HCP,"HashiCorp, Inc.",28.32,-1.84%,-0.53,1062000.0,30089000.0,5483000000.0,-22.97%,N/A,-1.33,2400.0,Technology Services
1992,HCSG,"Healthcare Services Group, Inc.",12.76,-0.78%,-0.10,586699.0,7486000.0,946728000.0,-8.30%,25.16,0.51,35700.0,Commercial Services
1993,HCTI,"Healthcare Triangle, Inc.",3.92,2.08%,0.08,89077.0,349182.0,16768999.999999998,-45.24%,N/A,-2.71,N/A,Technology Services
1994,HCVI,Hennessy Capital Investment Corp. VI,10.31,0.10%,0.01,15334.0,158094.0,468664000.0,6.40%,47.40,0.22,N/A,Finance
1995,HCWB,HCW Biologics Inc.,2.00,0.00%,0.00,1404.0,2808.0,71776000.0,-7.60%,N/A,-0.50,N/A,Health Technology
1996,HD,"Home Depot, Inc. (The)",328.21,0.12%,0.40,2699000.0,885795000.0,329974000000.0,5.07%,20.00,16.46,471600.0,Retail Trade
1997,HDSN,"Hudson Technologies, Inc.",10.40,-1.52%,-0.16,451124.0,4692000.0,471420000.0,13.39%,7.08,1.53,N/A,Distribution Services
1998,HE,"Hawaiian Electric Industries, Inc.",35.39,-0.53%,-0.19,717831.0,25404000.0,3879000000.0,-15.81%,16.98,2.09,3756.0,Utilities
1999,HEAR,Turtle Beach Corporation,12.06,-2.66%,-0.33,326879.0,3942000.0,208750000.0,36.42%,N/A,-3.46,N/A,Consumer Durables
2000,HEES,"H&E Equipment Services, Inc.",48.20,-1.23%,-0.60,88517.0,4267000.0,1753000000.0,42.84%,11.19,4.33,2375.0,Finance
2001,HEI,Heico Corporation,173.42,-1.52%,-2.68,302639.0,52484000.0,20889000000.0,11.94%,63.51,2.77,6500.0,Electronic Technology
2002,HELE,Helen of Troy Limited,134.60,-0.61%,-0.83,149392.0,20108000.0,3244000000.0,4.39%,22.95,5.89,1903.0,Consumer Durables
2003,HEP,"Holly Energy Partners, L.P.",21.48,2.92%,0.61,833579.0,17905000.0,2716000000.0,21.62%,12.44,1.73,N/A,Industrial Services
2004,HEPA,"Hepion Pharmaceuticals, Inc.",6.92,-5.21%,-0.38,18533.0,128247.99999999999,26375000.0,-49.31%,N/A,-13.56,N/A,Health Technology
2005,HES,Hess Corporation,156.40,1.95%,2.99,1852000.0,289655000.0,48024000000.0,42.75%,30.05,5.23,1623.0,Energy Minerals
2006,HESM,Hess Midstream LP,30.95,0.81%,0.25,248304.0,7685000.0,7210000000.0,2.97%,15.55,1.99,N/A,Energy Minerals
2007,HFFG,HF Foods Group Inc.,5.29,-0.19%,-0.01,35119.0,185780.0,286116000.0,4.66%,N/A,-0.16,1070.0,Distribution Services
2008,HFWA,Heritage Financial Corporation,18.63,-2.05%,-0.39,122526.0,2283000.0,652941000.0,-26.37%,8.16,2.30,N/A,Finance
2009,HGBL,Heritage Global Inc.,3.68,-1.60%,-0.06,97371.0,358325.0,136576000.0,102.37%,7.73,0.49,N/A,Finance
2010,HGTY,"Hagerty, Inc.",8.72,2.47%,0.21,133886.0,1167000.0,2925000000.0,-24.39%,N/A,0.13,1874.0,Finance
2011,HGV,Hilton Grand Vacations Inc.,46.93,1.19%,0.55,671177.0,31498000.0,5164000000.0,3.67%,14.38,3.31,14500.0,Finance
2012,HHC,Howard Hughes Corporation (The),78.49,-7.41%,-6.28,309229.0,24271000.0,3924000000.0,19.95%,24.46,3.21,N/A,Finance
2013,HHGC,HHG Capital Corporation,11.07,0.45%,0.05,7941.0,87907.0,56273000.0,-25.86%,139.42,0.08,N/A,Finance
2014,HHLA,HH&L Acquisition Co.,10.51,0.00%,0.00,279513.0,2938000.0,174266000.0,-65.92%,55.40,0.19,N/A,Finance
2015,HHS,"Harte-Hanks, Inc.",5.73,-2.22%,-0.13,13385.0,76696.0,42918000.0,-51.38%,1.36,4.41,2704.0,Commercial Services
2016,HI,Hillenbrand Inc,47.86,1.01%,0.48,201253.0,9632000.0,3346000000.0,8.91%,20.10,2.40,11000.0,Producer Manufacturing
2017,HIBB,"Hibbett, Inc.",45.30,0.76%,0.34,249263.0,11292000.0,577417000.0,-8.65%,4.79,9.71,11000.0,Retail Trade
2018,HIFS,Hingham Institution for Savings,219.49,0.23%,0.50,5462.0,1199000.0,470894000.0,-24.11%,12.30,18.27,N/A,Finance
2019,HIG,"Hartford Financial Services Group, Inc. (The)",72.84,-0.33%,-0.24,1091000.0,79462000.0,22276000000.0,5.17%,11.70,6.31,18800.0,Finance
2020,HIHO,Highway Holdings Limited,1.95,0.31%,0.01,7854.0,15316.0,8613000.0,4.78%,N/A,-0.07,N/A,Producer Manufacturing
2021,HII,"Huntington Ingalls Industries, Inc.",227.66,0.73%,1.64,187667.0,42724000.0,9076000000.0,-0.21%,17.50,13.01,43000.0,Electronic Technology
2022,HILS,"Hillstream BioPharma, Inc.",0.3180,-3.64%,-0.0120,142444.0,45297.0,3662000.0,N/A,N/A,-0.71,N/A,Health Technology
2023,HIMS,"Hims & Hers Health, Inc.",7.32,-1.61%,-0.12,5578000.0,40828000.0,1545000000.0,19.39%,N/A,-0.23,N/A,Health Services
2024,HIPO,Hippo Holdings Inc.,11.28,-10.26%,-1.29,294557.0,3323000.0,262428000.0,-39.53%,N/A,-14.64,N/A,Finance
2025,HKIT,Hitek Global Inc.,10.81,0.09%,0.01,135675.0,1467000.0,162017000.0,N/A,N/A,,N/A,Technology Services
2026,HL,Hecla Mining Company,4.68,-8.95%,-0.46,12572000.0,58837000.0,2884000000.0,27.15%,N/A,-0.08,1850.0,Non-Energy Minerals
2027,HLF,Herbalife Ltd.,17.88,-2.13%,-0.39,1333000.0,23836000.0,1770000000.0,-38.51%,7.86,2.30,10100.0,Distribution Services
2028,HLGN,"Heliogen, Inc.",0.2250,-4.62%,-0.0109,935405.0,210466.0,45995000.0,-90.52%,N/A,-0.49,N/A,Industrial Services
2029,HLI,"Houlihan Lokey, Inc.",99.92,0.28%,0.28,259740.0,25953000.0,6937000000.0,18.73%,26.48,4.09,2610.0,Finance
2030,HLIO,"Helios Technologies, Inc.",56.01,2.38%,1.30,345335.0,19342000.0,1828000000.0,-10.09%,26.70,2.10,2400.0,Producer Manufacturing
2031,HLIT,Harmonic Inc.,10.12,-1.08%,-0.11,2883000.0,29181000.0,1133000000.0,0.43%,54.47,0.20,1340.0,Electronic Technology
2032,HLLY,Holley Inc.,6.21,-3.87%,-0.25,808529.0,5021000.0,734432000.0,4.57%,11.89,0.52,1722.0,Producer Manufacturing
2033,HLMN,Hillman Solutions Corp.,9.34,-1.68%,-0.16,3712000.0,34669000.0,1818000000.0,1.50%,N/A,-0.14,3773.0,Distribution Services
2034,HLNE,Hamilton Lane Incorporated,91.47,-0.51%,-0.47,125220.0,11454000.0,4939000000.0,29.56%,31.46,2.95,N/A,Finance
2035,HLP,Hongli Group Inc.,3.12,-2.50%,-0.08,53109.0,165700.0,39000000.0,N/A,12.83,0.24,N/A,Producer Manufacturing
2036,HLT,Hilton Worldwide Holdings Inc.,154.19,0.30%,0.46,1202000.0,185299000.0,40323000000.0,11.50%,32.27,4.82,159000.0,Consumer Services
2037,HLTH,Cue Health Inc.,0.4400,2.40%,0.0103,344490.0,151576.0,66712000.0,-89.82%,N/A,-1.95,1515.0,Health Technology
2038,HLVX,"HilleVax, Inc.",14.69,0.62%,0.09,34079.0,500621.0,575851000.0,30.00%,N/A,-3.76,N/A,Health Technology
2039,HLX,"Helix Energy Solutions Group, Inc.",9.73,1.67%,0.16,2512000.0,24441000.0,1467000000.0,139.01%,N/A,-0.09,2280.0,Industrial Services
2040,HMAC,Hainan Manaslu Acquisition Corp.,8.57,-4.25%,-0.38,4586.0,39302.0,59394000.0,N/A,65.47,0.13,N/A,Finance
2041,HMN,Horace Mann Educators Corporation,28.72,-0.24%,-0.07,177129.0,5087000.0,1173000000.0,-19.84%,N/A,-0.26,1700.0,Finance
2042,HMST,"HomeStreet, Inc.",10.53,-3.75%,-0.41,480788.0,5063000.0,197901000.0,-69.13%,79.65,0.14,N/A,Finance
2043,HNI,HNI Corporation,32.49,11.69%,3.40,469102.0,15241000.0,1509000000.0,-4.07%,19.80,1.66,7300.0,Consumer Durables
2044,HNNA,"Hennessy Advisors, Inc.",7.02,-1.82%,-0.13,66262.0,465159.0,53202000.0,-28.35%,11.10,0.64,N/A,Finance
2045,HNRG,Hallador Energy Company,10.28,4.68%,0.46,230359.0,2368000.0,340704000.0,63.40%,5.09,2.14,N/A,Energy Minerals
2046,HNST,"The Honest Company, Inc.",1.39,-1.42%,-0.02,1373000.0,1909000.0,129870000.0,-60.82%,N/A,-0.57,N/A,Retail Trade
2047,HNVR,"Hanover Bancorp, Inc.",18.37,0.11%,0.02,N/A,16588.0,134728000.0,N/A,7.77,2.39,N/A,Finance
2048,HOFT,Hooker Furnishings Corporation,20.86,2.25%,0.46,43280.0,902821.0,227715000.0,15.97%,N/A,-0.59,1259.0,Consumer Durables
2049,HOFV,Hall of Fame Resort & Entertainment Company,8.35,-10.22%,-0.95,30583.0,255368.0,47236000.0,-49.77%,N/A,-10.63,N/A,Consumer Services
2050,HOG,"Harley-Davidson, Inc.",35.35,-0.51%,-0.18,890722.0,31487000.0,5082000000.0,-8.02%,6.65,5.40,6300.0,Consumer Durables
2051,HOLI,"Hollysys Automation Technologies, Ltd.",17.42,-0.23%,-0.04,72730.0,1267000.0,1079000000.0,17.34%,9.95,1.77,4398.0,Producer Manufacturing
2052,HOLO,MicroCloud Hologram Inc.,2.44,-11.27%,-0.31,109880.0,268107.0,123981000.0,84.05%,N/A,-0.69,N/A,Electronic Technology
2053,HOLX,"Hologic, Inc.",75.95,-0.51%,-0.39,1265000.0,96041000.0,18603000000.0,4.89%,39.30,1.95,6944.0,Health Technology
2054,HOMB,"Home BancShares, Inc.",23.94,-1.97%,-0.48,676957.0,16206000.0,4850000000.0,-0.05%,11.29,2.12,2774.0,Finance
2055,HON,Honeywell International Inc.,189.24,0.85%,1.59,3224000.0,610174000.0,125648000000.0,-4.71%,23.42,8.14,97000.0,Electronic Technology
2056,HONE,"HarborOne Bancorp, Inc.",10.36,-1.05%,-0.11,77716.0,805138.0,482680000.0,-31.67%,12.34,0.85,N/A,Finance
2057,HOOD,"Robinhood Markets, Inc.",10.80,-2.70%,-0.30,10368000.0,111978000.0,9844000000.0,13.78%,N/A,-0.93,2300.0,Technology Services
2058,HOOK,HOOKIPA Pharma Inc.,0.7370,1.31%,0.0095,418789.0,308647.0,57208000.0,-32.97%,N/A,-0.98,N/A,Health Technology
2059,HOPE,"Hope Bancorp, Inc.",10.41,-1.98%,-0.21,1058000.0,11015000.0,1248000000.0,-28.17%,6.85,1.53,1549.0,Finance
2060,HOTH,"Hoth Therapeutics, Inc.",2.50,11.11%,0.25,2023000.0000000002,5056000.0,8255000.000000001,-48.74%,N/A,,N/A,Health Technology
2061,HOUR,"Hour Loop, Inc.",1.68,0.60%,0.01,19165.0,32197.000000000004,58889000.0,N/A,N/A,-0.06,N/A,Retail Trade
2062,HOUS,Anywhere Real Estate Inc.,7.73,-4.80%,-0.39,946933.0,7320000.0,854049000.0,-33.70%,N/A,-4.73,8890.0,Finance
2063,HOV,"Hovnanian Enterprises, Inc.",106.56,-0.85%,-0.91,28667.0,3055000.0,605377000.0,118.19%,4.18,27.63,1866.0,Consumer Durables
2064,HOWL,"Werewolf Therapeutics, Inc.",2.53,-0.39%,-0.01,10819.0,27372.0,90097000.0,-28.74%,N/A,-1.66,N/A,Health Technology
2065,HP,"Helmerich & Payne, Inc.",43.18,-1.53%,-0.67,1110000.0,47929000.0,4293000000.0,-0.05%,11.34,3.83,7000.0,Industrial Services
2066,HPCO,"Hempacco Co., Inc.",0.4044,-0.88%,-0.0036,81662.0,33024.0,9478000.0,N/A,N/A,-0.35,N/A,Consumer Non-Durables
2067,HPE,Hewlett Packard Enterprise Company,17.68,-2.16%,-0.39,16236999.999999998,287079000.0,22834000000.0,27.48%,22.88,0.79,60200.0,Electronic Technology
2068,HPK,"HighPeak Energy, Inc.",14.97,0.88%,0.13,582177.0,8715000.0,1919000000.0,-17.40%,7.43,2.12,N/A,Energy Minerals
2069,HPQ,HP Inc.,32.81,-0.79%,-0.26,4712000.0,154600000.0,32348999999.999996,-0.24%,12.45,2.66,58000.0,Electronic Technology
2070,HQI,"HireQuest, Inc.",24.83,-0.96%,-0.24,19957.0,495532.0,345137000.0,86.54%,23.51,1.06,82103.0,Commercial Services
2071,HQY,"HealthEquity, Inc.",65.09,-3.87%,-2.62,528304.0,34387000.0,5563000000.0,13.10%,N/A,-0.10,3208.0,Finance
2072,HRB,"H&R Block, Inc.",35.66,1.65%,0.58,1638000.0,58428000.0,5430000000.0,-15.13%,12.02,3.08,69900.0,Consumer Services
